date,source,title,score
2023-03-05,unknown,ロシア・ラブロフ外相声明「ロシアは戦争を仕掛けられた」,
2023-03-05,unknown,"One year on from landmark decision allowing families from Ukraine to enter Europe, commitment to long-term protection needed – Save the Children",
2023-03-05,unknown,Ukraine vows not to give up on Bakhmut amid constant Russian attacks,
2023-03-05,unknown,Zelenskyy vows not to retreat from Ukrainian city of Bakhmut,
2023-03-05,unknown,Wheat falls below $7/bu on hopes for Ukraine corridor extension,
2023-03-05,unknown,Battle for Ukraine's Bakhmut 'utter hell',
2023-03-05,unknown,Video shows Ukraine drone fly directly into open hatch of Russian tank,
2023-03-05,unknown,Russia state media warns war is coming to European country,
2023-03-05,newsweek,Russia State Media Warns War is Coming to European Country,
2023-03-05,unknown,JPMorgan Chase CEO Jamie Dimon says Ukraine invasion is a top economic concern,
2023-03-05,google-news,Ukraine vows not to give up on Bakhmut amid constant Russian ... - Reuters,
2023-03-05,newsweek,Video Shows Ukraine Drone Fly Directly Into Open Hatch of Russian Tank,
2023-03-05,unknown,Ukraine Launches Probe into Shooting of Man it Says Was Prisoner of War,
2023-03-06,unknown,"Ukraine’s New Stryker Recon Vehicles Can See Six Miles Away, And Call In Mortars And Missiles",
2023-03-06,unknown,Russian mercenary group may be running out of prison conscripts,
2023-03-06,fox-news,Ukrainian tennis star Marta Kostyuk snubs Russian opponent after ATX Open win,
2023-03-06,unknown,World Athletics renews funding for Ukrainian athletes,
2023-03-06,unknown,More Nonsense from the Fake News: US Officials Now Claim “Pro-Ukrainian Group” Sabotaged Nord Stream Pipeline,
2023-03-06,unknown,"Exclusive: Zelensky warns of 'open road' through Ukraine's east if Russia captures Bakhmut, as he resists calls to retreat - CNN",
2023-03-06,business-insider,"Russia and Ukraine's deadliest battle is starting to look like Stalingrad 'without the importance,' expert says",
2023-03-06,unknown,"Pro-Ukrainian group blew up a controversial Russian gas pipelines, but it's unclear who sent them, reports say",
2023-03-06,unknown,Europe's Nord Stream attack probes go on as report blames pro-Ukraine group,
2023-03-06,unknown,The U.S. Now Blames an Unnamed Pro-Ukrainian Group for Blowing up the Nord Stream Pipeline,
2023-03-06,unknown,"Are sanctions REALLY wrecking life in Russia? As British supermarkets ration eggs and vegetables - thanks in part to Putin's war in Ukraine - shelves in a provincial Russian city are groaning under piles of fresh food, writes SUE REID",
2023-03-06,unknown,‘Hero Of Ukraine’ Dies In Battle As Russian Advance Continues,
2023-03-06,unknown,Best Place to Donate to Help Ukraine Refugees - Assist Ukraine,
2023-03-06,fox-news,"EU imposes sanctions on 9 Taliban, Russian officers over women's rights abuses",
2023-03-06,newsweek,Europe's Nord Stream Attack Probes Go On As Report Blames Pro-Ukraine Group,
2023-03-06,unknown,Ukraine heads into season of advantage over Russia,
2023-03-06,newsweek,Ukraine Heads Into Season of Advantage Over Russia,
2023-03-06,unknown,"CERAWEEK-Russia wild card to keep oil markets on edge, execs warn",
2023-03-06,unknown,US officials say intelligence indicates pro-Ukrainian group sabotaged Nord Stream pipelines,
2023-03-06,unknown,"In Nord Stream bombings probe, German investigators see Ukraine link, reports say",
2023-03-06,google-news,'Slavi Ukraini': Video of alleged POW killing angers Ukrainians - The Washington Post,
2023-03-06,unknown,"Steve Bannon, an Exiled Mogul, and the Ukraine Rescue Effort That (Mostly) Wasn't (Mother Jones)",
2023-03-06,unknown,"Zelensky: ""Short version? The reason why we have not retreated from Bakhmut is the hunting of Russians there has been very, very fruitful. We have not reached our bag limit yet"" [Hero]",
2023-03-06,google-news,"Exclusive: Zelensky warns of 'open road' through Ukraine's east if Russia captures Bakhmut, as he resists calls to retreat - CNN",
2023-03-06,business-insider,"Pro-Ukrainian group blew up a controversial Russian gas pipelines, but it's unclear who sent them, reports say",
2023-03-06,unknown,Fox News Edits Out Trump Saying He Might've Let Russia 'Take Over' Parts of Ukraine (Justin Baragona/The Daily Beast),
2023-03-06,unknown,"Ukraine loses one of their most famous fighters in Bakhmut: ""Da Vinci""",
2023-03-06,newsweek,Ukraine Loses One of Their Most Famous Fighters in Bakhmut: 'Da Vinci',
2023-03-06,google-news,"High inflation the 'legacy' of pandemic, Russian invasion of Ukraine ... - The Australian Financial Review",
2023-03-06,unknown,New intelligence points to pro-Ukraine group in Nord Stream attack: New Tork Times,
2023-03-06,unknown,"Russia vows to capture Bakhmut, push further into Ukraine",
2023-03-06,unknown,Canada to provide medical assistance training to Ukraine military in Poland,
2023-03-06,unknown,"Oscar-Nominated Director Simon Lereng Wilmont On Working With Ukrainian Kids In ‘A House Made Of Splinters’: It’s All About Understanding “Their Hopes,…",
2023-03-06,unknown,"Oscar-Nominated Director Simon Lereng Wilmont On Working With Ukrainian Kids In ‘A House Made Of Splinters’: It’s All About Understanding “Their Hopes, Dreams, Fears”",
2023-03-06,google-news,Canada to provide medical assistance training to Ukraine military in ... - Reuters,
2023-03-07,unknown,Virginia ambulances complete first leg of trip to Ukraine,
2023-03-07,cbs-news,Battle over Bahkmut continues in Eastern Ukraine,
2023-03-07,google-news,Ukraine sees battle for Bakhmut as chance to wipe out Wagner army - Business Insider,
2023-03-07,unknown,News Wrap: Russian mercenaries claim control of Bakhmut in eastern Ukraine,
2023-03-07,unknown,Swedish Missiles. Emirati Armored Trucks. The Ukrainian Army’s Newest Mechanized Brigade Has A Weird Mix Of Weapons,
2023-03-07,unknown,Report: DoD Blocking Evidence on Alleged Russian Offenses From ICC Over Blowback on US War Crimes,
2023-03-07,unknown,Russian mercenaries claim to control east Bakhmut,
2023-03-07,unknown,U.S. intel chiefs warn Putin is expanding his nuclear weapons arsenal as the war in Ukraine drags on - CNBC,
2023-03-07,unknown,"Putin sees spike in mobilized troops refusing to ""go to death"": Ukraine",
2023-03-07,unknown,"NATO chief warns Bakhmut could fall ""in the coming days""",
2023-03-07,unknown,Trump impeachment witness Alexander Vindman accused of trying to profit off Ukraine war with defense contracts,
2023-03-07,newsweek,NATO Chief Warns Bakhmut Could Fall 'In the Coming Days',
2023-03-07,unknown,Suspicion of Russia motivates some protesters on Tbilisi streets,
2023-03-07,newsweek,Putin Sees Spike in Mobilized Troops Refusing to 'Go to Death': Ukraine,
2023-03-07,unknown,Russia's military struggles to recover from failures: Spy chief,
2023-03-07,unknown,Keith Kellogg: We Need To Pivot Away From Ukraine And Focus On Our Greatest Adversary In China,
2023-03-07,unknown,UN Chief Assails Russia's Ukraine Invasion in Visit to Kyiv,
2023-03-07,unknown,Russia Does Not Want Direct Military Conflict With US: Intelligence Report,
2023-03-07,unknown,US obtains warrant to seize airplane owned by Russian oil group Rosneft,
2023-03-07,unknown,"In race to arm Ukraine, U.S. faces cracks in its manufacturing might (Missy Ryan/Washington Post)",
2023-03-07,newsweek,Russia's Military Struggles to Recover From Failures: Spy Chief,
2023-03-07,unknown,EU has plan for Ukraine ammunition,
2023-03-07,unknown,'Pro-Kyiv group sabotaged pipelines',
2023-03-07,unknown,"Russia will have to rely on nukes, cyberattacks, and China since its military is being thrashed in Ukraine, US intel director says - Yahoo News",
2023-03-07,unknown,Swedish Missiles. Emirati Armored Trucks. The Ukrainian Army’s Newest Mechanized Brigade Has A Weird Mix Of Weapons.,
2023-03-07,unknown,Ukraine defiant as Russians claim control over Bakhmut's east,
2023-03-07,unknown,Pentagon blocks sharing evidence of possible Russian war crimes with Hague court,
2023-03-07,unknown,"Video shows Ukrainian drone evade, demolish Russian flamethrower",
2023-03-07,rt,Ukraine endorses Georgia unrest,
2023-03-07,newsweek,"Video Shows Ukrainian Drone Evade, Demolish Russian Flamethrower",
2023-03-07,unknown,U.S. intel chiefs warn Putin is expanding his nuclear weapons arsenal as the war in Ukraine drags on,
2023-03-07,unknown,Russian state TV host claims Great Britain is forced to eat squirrels because of high Ukraine military aid costs. That is of course ridiculous. They eat squirrels because of Brexit [Unlikely],
2023-03-07,unknown,Russia's Wagner Group claims full control of eastern Bakhmut districts - Euronews,
2023-03-08,cbs-news,Russia launches hypersonic missiles in massive assault on Ukraine,
2023-03-08,unknown,News Wrap: Russia launches large-scale attack across Ukraine,
2023-03-08,unknown,"Thursday, March 9. Russia’s War On Ukraine: News And Information From Ukraine",
2023-03-08,unknown,Are Slovakia And Poland Finally Serious About Giving Ukraine Their Old MiG-29s?,
2023-03-08,unknown,Latvia donates drunk drivers' cars to Ukraine,
2023-03-08,fox-news,"Fox News' Benjamin Hall recounts deadly missile attack in Ukraine, how hearing daughter's voice saved his life",
2023-03-08,unknown,"Putin thinks 'Ukraine matters more to him' than to the West and that he'll eventually win his disastrous war, CIA chief warns",
2023-03-08,unknown,A German company is offering Ukraine the benefit — and burden,
2023-03-08,unknown,"Vladimir Putin 'Will Become Even More Reliant' On Nukes As His Forces Are 'Crushed' In Ukraine, U.S. Spy Chief Warns",
2023-03-08,unknown,"US sanctions Chinese network that sold drone components to Iran, says UAVs were used by Russia in Ukraine",
2023-03-08,fox-news,"US sanctions Chinese network that sold drone components to Iran, says the UAVs were used by Russia in Ukraine",
2023-03-08,unknown,Russia missiles kill nine,
2023-03-08,google-news,"US sanctions Chinese network that sold drone components to Iran, says UAVs were used by Russia in Ukraine - Fox News",
2023-03-08,unknown,'This cannot go on': IAEA chief furious as Russian strikes threaten Zaporizhzhia nuclear plant - Euronews,
2023-03-08,unknown,Russian Missile Strikes Kill at Least 6 in Ukraine,
2023-03-08,unknown,Russia launches major missile barrage across Ukraine,
2023-03-08,google-news,Business Fallout from Russia’s Invasion of Ukraine: Issues to Watch ... - JD Supra,
2023-03-08,unknown,"Putin thinks he can win because Ukraine matters more to him than us, says CIA chief",
2023-03-08,unknown,"Russia hit Ukraine with missiles Thursday morning, killing at least six people",
2023-03-08,unknown,The Ukrainian 4th Tank Brigade Was Running Out Of Tanks. Then It Got Leopard 2s,
2023-03-08,unknown,"Russia, UN Set for Ukraine Grain Deal Renewal Talks - The Moscow Times",
2023-03-08,unknown,"The U.S. took in 271,000 Ukrainian refugees in a year. It can handle more",
2023-03-08,fox-news,"Poland, Slovakia make plea for fighter jet shipments to Ukraine",
2023-03-08,business-insider,"Putin thinks 'Ukraine matters more to him' than to the West and that he'll eventually win his disastrous war, CIA chief warns",
2023-03-08,unknown,Putin's military gains raise concerns Ukraine will fall: Ex-ambassador,
2023-03-08,unknown,"Russia's unbeatable ""Kinzhal"" hypersonic missile compared to U.S. HIMARS",
2023-03-08,unknown,Vinay Menon: The Oscars snub Volodymyr Zelenskyy again and it’s shameful,
2023-03-08,unknown,The Ukrainian 4th Tank Brigade Was Running Out Of Tanks. Then It Got Leopard 2s.,
2023-03-08,unknown,Attempt to Pin Nord Stream Bombing on Ukraine Shows Biden Ready to Drop Kiev - Experts,
2023-03-08,business-insider,A German company is offering Ukraine the benefit — and burden — of being the first military to get its brand-new tank,
2023-03-08,google-news,Putin's Military Gains Raise Concerns Ukraine Will Fall: Ex-Ambassador - Newsweek,
2023-03-08,newsweek,Putin's Military Gains Raise Concerns Ukraine Will Fall: Ex-Ambassador,
2023-03-08,unknown,"The U.S. Took in 271,000 Ukrainian Refugees in a Year. It Can Handle More.",
2023-03-08,newsweek,Russia's Unbeatable 'Kinzhal' Hypersonic Missile Compared to U.S. HIMARS,
2023-03-08,unknown,The Lessons Learned So Far From Russia's Cyber War On Ukraine,
2023-03-08,unknown,COC rejects suggestion it open to Russia athlete pathway to Paris 2024,
2023-03-08,bbc-news,UN: Russian shelling near Ukraine nuclear plant risks 'disaster',
2023-03-08,fox-news,Fox News to air documentary on Benjamin Hall's remarkable journey after deadly Ukraine attack,
2023-03-08,rt,Kiev’s security chief names ‘dangerous tendency’ among Ukrainians,
2023-03-09,unknown,Russia's hypersonic missile attack on Ukraine highlights Western vulnerability - The Washington Post,
2023-03-09,unknown,Arms manufacturers struggle to supply Ukraine with enough ammunition,
2023-03-09,unknown,Ukraine Restores Power Supply Following Russian Missile Strikes,
2023-03-09,fox-news,US warns Russian-linked actors seeking to 'foment manufactured insurrection' in European country,
2023-03-09,google-news,US warns Russian-linked actors seeking to 'foment manufactured insurrection' in European country - Fox News,
2023-03-09,unknown,"Russia suffers massive loss of weapons, vehicles in a day: Ukraine",
2023-03-09,abc-news-au,Ukraine says Bakhmut battle is grinding down Russia's best units as rumours of ammunition and missile shortage spread,
2023-03-09,unknown,Zelenskiy leads tribute for deceased Ukrainian fighter,
2023-03-09,newsweek,"Russia Suffers Massive Loss of Weapons, Vehicles in a Day: Ukraine",
2023-03-09,unknown,Mass Backstabbing Spree Over Putin's War Sweeps Russia...,
2023-03-09,unknown,Has Europe’s highest court made it harder to sanction the assets of Russian oligarchs?,
2023-03-09,unknown,Ukraine Orders Russian-Aligned Orthodox Church To Leave Kyiv Monastery,
2023-03-09,cbc-news,"Ukrainian students say language, friendships, memories toughest hurdles to overcome",
2023-03-09,unknown,"Biden and von der Leyen united in support for Ukraine, but tensions swirl over trade dispute",
2023-03-09,unknown,"Biden, EU chief meet on trade tensions, Ukraine",
2023-03-09,unknown,Ukraine rebounds from Russian barrage; restores power supply,
2023-03-09,unknown,"G7 renews pledge to support Ukraine energy sector, says Japan",
